,snr,machine,id,condition,file,path,y_array,ftt
790,+6b,valve,id_00,normal,00000671.wav,+6b/valve/id_00/normal/00000671.wav,"[-0.00286102 -0.00253296 -0.00231934 ... -0.00456619 -0.01121902
 -0.00777817]","[[0.10174442]
 [0.19294772]
 [0.33379272]
 ...
 [0.00215367]
 [0.00069699]
 [0.00251886]]"
791,+6b,valve,id_00,normal,00000672.wav,+6b/valve/id_00/normal/00000672.wav,"[-0.00221252  0.01253128  0.01266479 ...  0.00085449  0.00020599
  0.00026703]","[[0.02969902]
 [0.14047451]
 [0.349133  ]
 ...
 [0.00147595]
 [0.00216261]
 [0.00254614]]"
792,+6b,valve,id_00,normal,00000673.wav,+6b/valve/id_00/normal/00000673.wav,"[ 0.00098038  0.00045395  0.000103   ... -0.00091934 -0.00038528
 -0.00024033]","[[0.03858959]
 [0.00937086]
 [0.0332332 ]
 ...
 [0.00159003]
 [0.00308799]
 [0.00776676]]"
793,+6b,valve,id_00,normal,00000674.wav,+6b/valve/id_00/normal/00000674.wav,"[-0.00415802 -0.00399399 -0.00403976 ...  0.00160599  0.00133133
  0.00181961]","[[0.05474605]
 [0.00539957]
 [0.09103189]
 ...
 [0.00077094]
 [0.00096078]
 [0.00013384]]"
794,+6b,valve,id_00,normal,00000675.wav,+6b/valve/id_00/normal/00000675.wav,"[-0.00183868 -0.00106049 -0.00032043 ... -0.00200653 -0.00170517
 -0.0019455 ]","[[0.11365794]
 [0.08254837]
 [0.02364624]
 ...
 [0.00737222]
 [0.00404554]
 [0.00025137]]"
795,+6b,valve,id_00,normal,00000676.wav,+6b/valve/id_00/normal/00000676.wav,"[-0.00084686 -0.00066757 -0.00018311 ... -0.00078201 -0.00112915
 -0.00128174]","[[0.01163829]
 [0.00452641]
 [0.08919146]
 ...
 [0.00264569]
 [0.00287793]
 [0.00295482]]"
796,+6b,valve,id_00,normal,00000677.wav,+6b/valve/id_00/normal/00000677.wav,"[-1.6098022e-03 -7.4768066e-04 -4.1961670e-05 ... -1.0681152e-04
 -9.1552734e-05  3.8146973e-05]","[[8.5362814e-02]
 [9.1562741e-02]
 [3.6008787e-01]
 ...
 [1.4148079e-03]
 [1.6274423e-04]
 [1.4866560e-03]]"
797,+6b,valve,id_00,normal,00000678.wav,+6b/valve/id_00/normal/00000678.wav,"[ 0.00032806  0.00052261  0.00104523 ... -0.00034332 -0.00125885
 -0.00175858]","[[0.10986502]
 [0.00943346]
 [0.15445791]
 ...
 [0.00074511]
 [0.00066226]
 [0.00062938]]"
798,+6b,valve,id_00,normal,00000679.wav,+6b/valve/id_00/normal/00000679.wav,"[-1.7776489e-03 -9.6511841e-04 -8.3923340e-05 ... -4.8637390e-03
 -5.1269531e-03 -4.5585632e-03]","[[2.9971233e-01]
 [3.0665395e-01]
 [4.2492032e-01]
 ...
 [2.9147364e-04]
 [2.8412607e-03]
 [4.9280794e-03]]"
799,+6b,valve,id_00,normal,00000680.wav,+6b/valve/id_00/normal/00000680.wav,[0.00181961 0.00143814 0.00131226 ... 0.0014534  0.001297   0.00094604],"[[0.1805966 ]
 [0.1310259 ]
 [0.11138593]
 ...
 [0.0009166 ]
 [0.00180447]
 [0.00377116]]"
800,+6b,valve,id_00,normal,00000681.wav,+6b/valve/id_00/normal/00000681.wav,"[-0.00355911 -0.00263214 -0.00183105 ...  0.00233459  0.0019455
  0.00114822]","[[0.21236391]
 [0.13526626]
 [0.03354288]
 ...
 [0.00064533]
 [0.00056396]
 [0.00084816]]"
801,+6b,valve,id_00,normal,00000682.wav,+6b/valve/id_00/normal/00000682.wav,"[ 3.9215088e-03  2.6283264e-03  1.9569397e-03 ... -2.1743774e-04
 -3.2806396e-04 -1.5258789e-05]","[[2.2697107e-01]
 [3.1561866e-01]
 [2.8999710e-01]
 ...
 [2.1624511e-04]
 [9.3646359e-04]
 [1.8816564e-03]]"
802,+6b,valve,id_00,normal,00000683.wav,+6b/valve/id_00/normal/00000683.wav,"[-0.00289917 -0.00265121 -0.00299835 ...  0.00275803  0.00275803
  0.00270844]","[[0.20297696]
 [0.23951349]
 [0.40846515]
 ...
 [0.00457957]
 [0.00457458]
 [0.00387587]]"
803,+6b,valve,id_00,normal,00000684.wav,+6b/valve/id_00/normal/00000684.wav,"[ 0.00512314  0.00582886  0.00564957 ... -0.00151825 -0.00157166
 -0.00167084]","[[2.8939211e-01]
 [3.0176580e-01]
 [2.7944592e-01]
 ...
 [7.2814473e-03]
 [1.6959004e-04]
 [4.7325408e-03]]"
804,+6b,valve,id_00,normal,00000685.wav,+6b/valve/id_00/normal/00000685.wav,[0.00242615 0.00215912 0.00168228 ... 0.003582   0.00368881 0.00382996],"[[0.00415243]
 [0.10175781]
 [0.10878836]
 ...
 [0.00012069]
 [0.00049741]
 [0.00029418]]"
805,+6b,valve,id_00,normal,00000686.wav,+6b/valve/id_00/normal/00000686.wav,"[-0.00102997 -0.00044632 -0.0005722  ... -0.00281906 -0.00354767
 -0.00259018]","[[0.19234033]
 [0.10609664]
 [0.05079983]
 ...
 [0.00524628]
 [0.00235938]
 [0.00113126]]"
806,+6b,valve,id_00,normal,00000687.wav,+6b/valve/id_00/normal/00000687.wav,"[-5.8746338e-04 -5.4550171e-04 -3.8146973e-04 ... -1.7166138e-04
 -1.7547607e-04  7.2479248e-05]","[[0.22991396]
 [0.01212333]
 [0.2548291 ]
 ...
 [0.00471963]
 [0.01327266]
 [0.02328271]]"
807,+6b,valve,id_00,normal,00000688.wav,+6b/valve/id_00/normal/00000688.wav,"[ 0.00156021  0.00186539  0.00166702 ... -0.00014114  0.0002327
  0.00052643]","[[0.21917675]
 [0.20963466]
 [0.0325989 ]
 ...
 [0.00050698]
 [0.00308798]
 [0.00618013]]"
808,+6b,valve,id_00,normal,00000689.wav,+6b/valve/id_00/normal/00000689.wav,"[ 0.00141525  0.00115585  0.00037003 ...  0.001194    0.00713348
 -0.00234985]","[[0.09207834]
 [0.00218863]
 [0.19064453]
 ...
 [0.00054238]
 [0.00114571]
 [0.00153069]]"
809,+6b,valve,id_00,normal,00000690.wav,+6b/valve/id_00/normal/00000690.wav,"[-0.00191498  0.00133133  0.00028229 ... -0.00210571 -0.00137329
 -0.00065994]","[[0.0011902 ]
 [0.01563851]
 [0.06330217]
 ...
 [0.01737623]
 [0.01817747]
 [0.01866004]]"
810,+6b,valve,id_00,normal,00000691.wav,+6b/valve/id_00/normal/00000691.wav,"[ 0.00162506  0.00225067  0.00185013 ... -0.00200272 -0.00201797
 -0.00168228]","[[4.8248462e-02]
 [2.8657889e-01]
 [5.5428964e-01]
 ...
 [1.3101974e-06]
 [1.2220679e-03]
 [2.8615138e-03]]"
811,+6b,valve,id_00,normal,00000692.wav,+6b/valve/id_00/normal/00000692.wav,[0.00028229 0.00076675 0.00109482 ... 0.002491   0.00173569 0.00096893],"[[0.04004278]
 [0.02620099]
 [0.01870187]
 ...
 [0.00191347]
 [0.00401271]
 [0.00527407]]"
812,+6b,valve,id_00,normal,00000693.wav,+6b/valve/id_00/normal/00000693.wav,"[-0.00359344 -0.00545883 -0.00491333 ...  0.00375366  0.00092316
 -0.00174332]","[[0.3299824 ]
 [0.31766915]
 [0.13220018]
 ...
 [0.00512483]
 [0.00553968]
 [0.00477472]]"
813,+6b,valve,id_00,normal,00000694.wav,+6b/valve/id_00/normal/00000694.wav,"[ 0.00412369  0.00488281  0.00537109 ... -0.00179672 -0.00229645
 -0.00216675]","[[0.02279671]
 [0.0686343 ]
 [0.03393615]
 ...
 [0.0023997 ]
 [0.00010164]
 [0.00018218]]"
814,+6b,valve,id_00,normal,00000695.wav,+6b/valve/id_00/normal/00000695.wav,"[-0.00271988 -0.00241852 -0.00238037 ...  0.00154877  0.00219727
  0.00307465]","[[0.4419038 ]
 [0.42409736]
 [0.44706902]
 ...
 [0.00180909]
 [0.00202788]
 [0.00226672]]"
815,+6b,valve,id_00,normal,00000696.wav,+6b/valve/id_00/normal/00000696.wav,"[-0.00436401 -0.00445175 -0.00460815 ... -0.0018959  -0.00152588
 -0.0019722 ]","[[0.11340229]
 [0.08343676]
 [0.07418083]
 ...
 [0.00166471]
 [0.00275096]
 [0.00309718]]"
816,+6b,valve,id_00,normal,00000697.wav,+6b/valve/id_00/normal/00000697.wav,[0.00378799 0.00210953 0.00195312 ... 0.00096893 0.00094986 0.00086212],"[[0.00533815]
 [0.04855766]
 [0.08966528]
 ...
 [0.00189013]
 [0.00715893]
 [0.00790935]]"
817,+6b,valve,id_00,normal,00000698.wav,+6b/valve/id_00/normal/00000698.wav,"[ 0.00397873  0.00414276  0.00377655 ... -0.00119019 -0.00129318
 -0.00127411]","[[0.0168231 ]
 [0.01653125]
 [0.0600712 ]
 ...
 [0.00144395]
 [0.00013004]
 [0.00119468]]"
818,+6b,valve,id_00,normal,00000699.wav,+6b/valve/id_00/normal/00000699.wav,"[-1.1482239e-03 -4.4631958e-04  4.1961670e-05 ...  2.1209717e-03
  9.4604492e-04  8.5830688e-04]","[[0.10694259]
 [0.07920129]
 [0.1999948 ]
 ...
 [0.00216772]
 [0.00060298]
 [0.00048544]]"
819,+6b,valve,id_00,normal,00000700.wav,+6b/valve/id_00/normal/00000700.wav,"[-1.9493103e-03 -9.4223022e-04  7.6293945e-06 ... -1.2931824e-03
 -9.7656250e-04 -1.5258789e-04]","[[0.16567717]
 [0.16246526]
 [0.22113743]
 ...
 [0.00305356]
 [0.00081048]
 [0.00368   ]]"
820,+6b,valve,id_00,normal,00000701.wav,+6b/valve/id_00/normal/00000701.wav,"[ 0.00041962  0.0005722   0.00037766 ... -0.0016098  -0.00125504
 -0.00143814]","[[0.09077747]
 [0.11011834]
 [0.09843599]
 ...
 [0.0034316 ]
 [0.00312576]
 [0.00379631]]"
821,+6b,valve,id_00,normal,00000702.wav,+6b/valve/id_00/normal/00000702.wav,"[ 0.00220871  0.00195312  0.00127029 ... -0.00304413 -0.00313568
 -0.00310898]","[[0.07435169]
 [0.21348958]
 [0.13528977]
 ...
 [0.30453146]
 [0.00124571]
 [0.28797105]]"
822,+6b,valve,id_00,normal,00000703.wav,+6b/valve/id_00/normal/00000703.wav,"[ 0.00024414 -0.00070953  0.00019073 ... -0.00422668 -0.00357819
 -0.00370026]","[[0.07090092]
 [0.22970116]
 [0.36550358]
 ...
 [0.00255133]
 [0.00184311]
 [0.0009669 ]]"
823,+6b,valve,id_00,normal,00000704.wav,+6b/valve/id_00/normal/00000704.wav,"[ 0.00056076 -0.00060654 -0.00134659 ...  0.00120926  0.001091
  0.00081253]","[[0.13326138]
 [0.09617195]
 [0.02822878]
 ...
 [0.00014708]
 [0.00332514]
 [0.00597992]]"
824,+6b,valve,id_00,normal,00000705.wav,+6b/valve/id_00/normal/00000705.wav,"[2.6855469e-03 2.7961731e-03 2.4299622e-03 ... 2.6702881e-05 5.0354004e-04
 1.7089844e-03]","[[0.24588583]
 [0.25281835]
 [0.24571815]
 ...
 [0.03618263]
 [0.02114203]
 [0.00816193]]"
825,+6b,valve,id_00,normal,00000706.wav,+6b/valve/id_00/normal/00000706.wav,"[-0.00225067 -0.0018425  -0.00221634 ...  0.00188828  0.00222397
  0.00296783]","[[0.13160345]
 [0.10902525]
 [0.11748561]
 ...
 [0.001688  ]
 [0.00495564]
 [0.00523832]]"
826,+6b,valve,id_00,normal,00000707.wav,+6b/valve/id_00/normal/00000707.wav,"[-0.00136185 -0.001297   -0.00065613 ... -0.00379181 -0.00209427
 -0.0004425 ]","[[0.0252166 ]
 [0.04031685]
 [0.12001977]
 ...
 [0.00103415]
 [0.00136625]
 [0.00347097]]"
827,+6b,valve,id_00,normal,00000708.wav,+6b/valve/id_00/normal/00000708.wav,"[ 0.00010681  0.00042343  0.00083542 ... -0.0056572  -0.00588989
 -0.00567627]","[[9.1353223e-02]
 [4.0492460e-02]
 [1.7620711e-01]
 ...
 [6.2727119e-04]
 [6.2754349e-05]
 [5.8240158e-04]]"
828,+6b,valve,id_00,normal,00000709.wav,+6b/valve/id_00/normal/00000709.wav,[0.00251007 0.00147629 0.00138855 ... 0.00247955 0.00181961 0.00133514],"[[0.03994398]
 [0.07966172]
 [0.11328796]
 ...
 [0.00088351]
 [0.00160512]
 [0.00289446]]"
829,+6b,valve,id_00,normal,00000710.wav,+6b/valve/id_00/normal/00000710.wav,"[ 1.7166138e-03  1.2435913e-03  1.1558533e-03 ... -2.6702881e-05
 -2.0980835e-04 -3.8909912e-04]","[[0.03212418]
 [0.00519618]
 [0.22584224]
 ...
 [0.00348507]
 [0.00435815]
 [0.00606628]]"
830,+6b,valve,id_00,normal,00000711.wav,+6b/valve/id_00/normal/00000711.wav,"[-0.00273132 -0.0031395  -0.00333405 ... -0.00284576 -0.00288773
 -0.00289154]","[[0.01311951]
 [0.01429146]
 [0.08640105]
 ...
 [0.00349775]
 [0.0032323 ]
 [0.00218887]]"
831,+6b,valve,id_00,normal,00000712.wav,+6b/valve/id_00/normal/00000712.wav,"[ 0.00196075  0.00163269  0.00165176 ...  0.00592422  0.00406265
 -0.02859116]","[[0.14026   ]
 [0.08670288]
 [0.08891708]
 ...
 [0.00202976]
 [0.0020785 ]
 [0.00276559]]"
832,+6b,valve,id_00,normal,00000713.wav,+6b/valve/id_00/normal/00000713.wav,"[-0.00399017 -0.02771759  0.00717545 ... -0.00640488 -0.00592041
 -0.00518799]","[[0.05995858]
 [0.03636099]
 [0.12687105]
 ...
 [0.05114791]
 [0.05950654]
 [0.0655797 ]]"
833,+6b,valve,id_00,normal,00000714.wav,+6b/valve/id_00/normal/00000714.wav,"[-0.00448608 -0.0042305  -0.00356674 ... -0.0021286  -0.00205612
 -0.00121307]","[[0.38265634]
 [0.29798913]
 [0.2570186 ]
 ...
 [0.00396588]
 [0.00454348]
 [0.00328647]]"
834,+6b,valve,id_00,normal,00000715.wav,+6b/valve/id_00/normal/00000715.wav,"[ 0.00391769  0.00455856  0.00476074 ... -0.00200272 -0.00126648
 -0.00052261]","[[0.20522799]
 [0.1689299 ]
 [0.20153128]
 ...
 [0.00275036]
 [0.00242158]
 [0.00146511]]"
835,+6b,valve,id_00,normal,00000716.wav,+6b/valve/id_00/normal/00000716.wav,"[ 0.00342178  0.003582    0.0031395  ... -0.00439453 -0.00428391
 -0.00304794]","[[0.36485112]
 [0.42725408]
 [0.28230274]
 ...
 [0.01319706]
 [0.00630653]
 [0.00108437]]"
836,+6b,valve,id_00,normal,00000717.wav,+6b/valve/id_00/normal/00000717.wav,"[ 2.0980835e-03  2.3536682e-03  1.5296936e-03 ...  5.3024292e-04
  5.7220459e-05 -1.8310547e-04]","[[0.00018835]
 [0.02459817]
 [0.04391351]
 ...
 [0.00035667]
 [0.00018409]
 [0.00056078]]"
837,+6b,valve,id_00,normal,00000718.wav,+6b/valve/id_00/normal/00000718.wav,"[-0.00082016 -0.00122833 -0.00190353 ...  0.00137329  0.00187302
  0.0026474 ]","[[0.02209549]
 [0.03469156]
 [0.06550523]
 ...
 [0.00210676]
 [0.00080632]
 [0.00043177]]"
838,+6b,valve,id_00,normal,00000719.wav,+6b/valve/id_00/normal/00000719.wav,"[ 0.00027847  0.00014114  0.00022507 ... -0.00039291 -0.00033188
 -0.00046921]","[[0.15475677]
 [0.10042844]
 [0.07701828]
 ...
 [0.04896915]
 [0.05248453]
 [0.04344962]]"
839,+6b,valve,id_00,normal,00000720.wav,+6b/valve/id_00/normal/00000720.wav,"[-0.00286484 -0.00230026 -0.00254822 ... -0.00114822  0.00128555
  0.0020256 ]","[[0.1703055 ]
 [0.05584004]
 [0.10766925]
 ...
 [0.00566513]
 [0.00277758]
 [0.0004218 ]]"
840,+6b,valve,id_00,normal,00000721.wav,+6b/valve/id_00/normal/00000721.wav,"[-9.7656250e-04 -3.7117004e-03 -2.8076172e-03 ... -1.1520386e-03
  1.9073486e-05 -1.6098022e-03]","[[0.11020002]
 [0.04327878]
 [0.04984229]
 ...
 [0.0056903 ]
 [0.00355046]
 [0.00205986]]"
841,+6b,valve,id_00,normal,00000722.wav,+6b/valve/id_00/normal/00000722.wav,"[ 0.00141525  0.00017166 -0.00114059 ...  0.00218964  0.00196838
  0.00139999]","[[0.08084744]
 [0.06924903]
 [0.13426694]
 ...
 [0.00681023]
 [0.00344479]
 [0.0032316 ]]"
842,+6b,valve,id_00,normal,00000723.wav,+6b/valve/id_00/normal/00000723.wav,"[-0.00160599 -0.00198364 -0.00263977 ...  0.00020599 -0.00014877
 -0.00115585]","[[0.00240105]
 [0.03627577]
 [0.05435905]
 ...
 [0.00019938]
 [0.00021674]
 [0.00047877]]"
843,+6b,valve,id_00,normal,00000724.wav,+6b/valve/id_00/normal/00000724.wav,[0.00505066 0.00496292 0.00506592 ... 0.00255585 0.00250626 0.00238419],"[[0.26765826]
 [0.32337034]
 [0.5441149 ]
 ...
 [0.00060032]
 [0.00170835]
 [0.00199126]]"
844,+6b,valve,id_00,normal,00000725.wav,+6b/valve/id_00/normal/00000725.wav,"[-6.9046021e-04  2.1362305e-04 -1.9836426e-04 ...  1.5258789e-05
 -2.9754639e-04 -1.1940002e-03]","[[0.31605005]
 [0.24101852]
 [0.27438825]
 ...
 [0.00295946]
 [0.00614686]
 [0.00695543]]"
845,+6b,valve,id_00,normal,00000726.wav,+6b/valve/id_00/normal/00000726.wav,"[-0.00019836  0.00042343 -0.0001297  ... -0.00384903 -0.00438309
 -0.00350571]","[[0.03127445]
 [0.06357676]
 [0.02105267]
 ...
 [0.0001339 ]
 [0.00279679]
 [0.00270789]]"
846,+6b,valve,id_00,normal,00000727.wav,+6b/valve/id_00/normal/00000727.wav,"[ 0.00419235  0.00458527  0.00424957 ... -0.001297   -0.00099945
 -0.00153351]","[[0.21872182]
 [0.2002648 ]
 [0.18522482]
 ...
 [0.01649862]
 [0.03875529]
 [0.05091465]]"
847,+6b,valve,id_00,normal,00000728.wav,+6b/valve/id_00/normal/00000728.wav,"[ 0.00256348  0.00233459  0.00177383 ... -0.00157547 -0.00213242
 -0.00235367]","[[0.089857  ]
 [0.06388709]
 [0.07508189]
 ...
 [0.00021398]
 [0.00131321]
 [0.00150388]]"
848,+6b,valve,id_00,normal,00000729.wav,+6b/valve/id_00/normal/00000729.wav,"[ 2.8762817e-03  3.1089783e-03  3.3454895e-03 ... -3.0517578e-05
  3.4713745e-04  1.8310547e-04]","[[0.24510033]
 [0.24919644]
 [0.19573162]
 ...
 [0.00219469]
 [0.00131589]
 [0.00112976]]"
849,+6b,valve,id_00,normal,00000730.wav,+6b/valve/id_00/normal/00000730.wav,"[ 0.00022888  0.00043869  0.00131226 ... -0.00064468 -0.00042725
  0.00048065]","[[0.30608222]
 [0.23271945]
 [0.08061975]
 ...
 [0.12602107]
 [0.02516142]
 [0.05606508]]"
850,+6b,valve,id_00,normal,00000731.wav,+6b/valve/id_00/normal/00000731.wav,"[-0.00271225 -0.0021019  -0.00335693 ... -0.00110626 -0.00071716
 -0.00083923]","[[0.18194717]
 [0.2384495 ]
 [0.18603852]
 ...
 [0.00407319]
 [0.00411363]
 [0.00520087]]"
851,+6b,valve,id_00,normal,00000732.wav,+6b/valve/id_00/normal/00000732.wav,"[ 0.00078201  0.00109482  0.00148392 ... -0.00300217 -0.00271606
 -0.00250244]","[[0.22175466]
 [0.20355256]
 [0.11131008]
 ...
 [0.00166093]
 [0.00130929]
 [0.00096078]]"
852,+6b,valve,id_00,normal,00000733.wav,+6b/valve/id_00/normal/00000733.wav,"[ 0.00091171  0.00013733 -0.00031281 ...  0.00260162  0.0031929
  0.00246048]","[[1.4719620e-01]
 [1.5249695e-01]
 [1.8730497e-01]
 ...
 [2.9802027e-03]
 [1.3164223e-04]
 [1.3430060e-03]]"
853,+6b,valve,id_00,normal,00000734.wav,+6b/valve/id_00/normal/00000734.wav,[0.00141525 0.00033951 0.00034714 ... 0.00157166 0.00218964 0.00248718],"[[0.05983837]
 [0.03764216]
 [0.00478951]
 ...
 [0.00162868]
 [0.00557876]
 [0.00582807]]"
854,+6b,valve,id_00,normal,00000735.wav,+6b/valve/id_00/normal/00000735.wav,"[ 3.8146973e-05 -1.9454956e-04 -4.1961670e-04 ... -8.2015991e-04
 -7.3623657e-04 -8.0490112e-04]","[[0.05422106]
 [0.00834228]
 [0.0632128 ]
 ...
 [0.0009729 ]
 [0.00304804]
 [0.00302709]]"
855,+6b,valve,id_00,normal,00000736.wav,+6b/valve/id_00/normal/00000736.wav,"[-0.00048828 -0.00097656 -0.00105286 ... -0.04405975  0.01449203
  0.01142502]","[[0.04502685]
 [0.01159939]
 [0.02946162]
 ...
 [0.00093347]
 [0.00085809]
 [0.00130014]]"
856,+6b,valve,id_00,normal,00000737.wav,+6b/valve/id_00/normal/00000737.wav,"[ 0.00400925  0.03916931  0.01212692 ... -0.00089264 -0.00136185
 -0.0013504 ]","[[0.15024798]
 [0.12575123]
 [0.15937354]
 ...
 [0.11208993]
 [0.11230896]
 [0.11231324]]"
857,+6b,valve,id_00,normal,00000738.wav,+6b/valve/id_00/normal/00000738.wav,"[-0.00184631 -0.00185394 -0.00170898 ...  0.00481415  0.0050621
  0.00505447]","[[2.0782745e-02]
 [2.3300343e-03]
 [2.6114294e-01]
 ...
 [2.1398018e-04]
 [8.3060126e-04]
 [1.9585274e-03]]"
858,+6b,valve,id_00,normal,00000739.wav,+6b/valve/id_00/normal/00000739.wav,"[ 3.8146973e-05 -2.3269653e-04  3.4332275e-05 ...  1.5716553e-03
  1.2969971e-03  1.1482239e-03]","[[0.20051165]
 [0.02243691]
 [0.03006607]
 ...
 [0.00332158]
 [0.00146761]
 [0.00078575]]"
859,+6b,valve,id_00,normal,00000740.wav,+6b/valve/id_00/normal/00000740.wav,"[-1.5258789e-04  5.7220459e-05  6.8664551e-04 ... -1.9073486e-05
 -8.0108643e-05 -1.5830994e-03]","[[0.11138842]
 [0.02423118]
 [0.1843014 ]
 ...
 [0.0018271 ]
 [0.00034881]
 [0.00110971]]"
860,+6b,valve,id_00,normal,00000741.wav,+6b/valve/id_00/normal/00000741.wav,"[-0.0002327   0.00065231  0.00159836 ...  0.00283051  0.00237274
  0.00169754]","[[0.22579974]
 [0.22255187]
 [0.06264409]
 ...
 [0.00126584]
 [0.00092249]
 [0.00176037]]"
861,+6b,valve,id_00,normal,00000742.wav,+6b/valve/id_00/normal/00000742.wav,"[-0.00273132 -0.0028801  -0.00299454 ... -0.00159454 -0.00091171
  0.00038528]","[[0.14732116]
 [0.10645657]
 [0.05164791]
 ...
 [0.00156363]
 [0.00023394]
 [0.00064125]]"
862,+6b,valve,id_00,normal,00000743.wav,+6b/valve/id_00/normal/00000743.wav,[0.00143433 0.00135803 0.0009613  ... 0.00034714 0.000103   0.00010681],"[[0.16193403]
 [0.20716675]
 [0.30516326]
 ...
 [0.00122802]
 [0.00170327]
 [0.0027839 ]]"
863,+6b,valve,id_00,normal,00000744.wav,+6b/valve/id_00/normal/00000744.wav,"[-0.00154495 -0.00056458  0.00146103 ...  0.0017662   0.0021553
  0.00204086]","[[0.00562023]
 [0.01889128]
 [0.04242083]
 ...
 [0.00113922]
 [0.00213214]
 [0.00337286]]"
864,+6b,valve,id_00,normal,00000745.wav,+6b/valve/id_00/normal/00000745.wav,"[-0.00322723 -0.00275803 -0.00267029 ... -0.0044632  -0.00437546
 -0.00437546]","[[0.13852642]
 [0.01485357]
 [0.22203997]
 ...
 [0.00160813]
 [0.0021039 ]
 [0.00230959]]"
865,+6b,valve,id_00,normal,00000746.wav,+6b/valve/id_00/normal/00000746.wav,"[-0.00148773 -0.00222015 -0.00273895 ... -0.00276184 -0.00276184
 -0.00193405]","[[0.0568071 ]
 [0.04399306]
 [0.03362691]
 ...
 [0.03325975]
 [0.04216952]
 [0.04196032]]"
866,+6b,valve,id_00,normal,00000747.wav,+6b/valve/id_00/normal/00000747.wav,"[-0.0007019  -0.00081635 -0.00072479 ... -0.00074768 -0.00086594
 -0.00024033]","[[0.20033006]
 [0.24178877]
 [0.33230823]
 ...
 [0.00232766]
 [0.00158195]
 [0.00310604]]"
867,+6b,valve,id_00,normal,00000748.wav,+6b/valve/id_00/normal/00000748.wav,"[-0.00082779 -0.00053406  0.0001564  ... -0.00079727 -0.0005722
 -0.00051117]","[[0.02427002]
 [0.06869395]
 [0.06821602]
 ...
 [0.0068596 ]
 [0.0054775 ]
 [0.00299508]]"
868,+6b,valve,id_00,normal,00000749.wav,+6b/valve/id_00/normal/00000749.wav,"[-0.00295639 -0.00228882 -0.0016098  ... -0.00162888 -0.00094223
 -0.00100327]","[[0.24105866]
 [0.19612718]
 [0.00311914]
 ...
 [0.00055978]
 [0.00068285]
 [0.00046592]]"
869,+6b,valve,id_00,normal,00000750.wav,+6b/valve/id_00/normal/00000750.wav,"[ 0.00218964  0.0025444   0.00323868 ... -0.00065994 -0.00150681
 -0.00251007]","[[3.7648228e-01]
 [3.3618262e-01]
 [3.0682027e-01]
 ...
 [2.6864104e-03]
 [1.1825257e-03]
 [1.3460877e-04]]"
870,+6b,valve,id_00,normal,00000751.wav,+6b/valve/id_00/normal/00000751.wav,"[ 0.00091934  0.0028038   0.00284195 ... -0.00281525 -0.00357437
 -0.00396347]","[[0.00666464]
 [0.11857175]
 [0.1982868 ]
 ...
 [0.00626899]
 [0.00339334]
 [0.00127061]]"
871,+6b,valve,id_00,normal,00000752.wav,+6b/valve/id_00/normal/00000752.wav,"[-1.9989014e-03 -1.1863708e-03 -1.2931824e-03 ... -9.1552734e-04
  2.2888184e-05  7.2097778e-04]","[[0.12235776]
 [0.14300923]
 [0.13832681]
 ...
 [0.00219567]
 [0.00096103]
 [0.00066604]]"
872,+6b,valve,id_00,normal,00000753.wav,+6b/valve/id_00/normal/00000753.wav,"[ 2.6702881e-04 -3.0899048e-04 -1.0337830e-03 ...  7.0953369e-04
 -9.1552734e-05  1.9149780e-03]","[[9.8732494e-02]
 [1.7573948e-01]
 [3.1703356e-01]
 ...
 [1.4296394e-04]
 [1.0491081e-03]
 [2.7578981e-03]]"
873,+6b,valve,id_00,normal,00000754.wav,+6b/valve/id_00/normal/00000754.wav,"[-0.00014496 -0.00245285 -0.00118637 ... -0.00020981 -0.00069046
  0.00065231]","[[0.08039281]
 [0.13856748]
 [0.16081174]
 ...
 [0.0168668 ]
 [0.01645881]
 [0.01410079]]"
874,+6b,valve,id_00,normal,00000755.wav,+6b/valve/id_00/normal/00000755.wav,"[-9.1171265e-04 -9.0408325e-04 -1.4801025e-03 ... -6.1035156e-05
  2.4032593e-04  3.0899048e-04]","[[0.14208071]
 [0.0815322 ]
 [0.13370672]
 ...
 [0.00238989]
 [0.00136843]
 [0.00139534]]"
875,+6b,valve,id_00,normal,00000756.wav,+6b/valve/id_00/normal/00000756.wav,"[ 0.00221252  0.00211716  0.00204849 ... -0.00418091 -0.00414658
 -0.00403214]","[[0.1733139 ]
 [0.21043293]
 [0.1595225 ]
 ...
 [0.02343338]
 [0.07883237]
 [0.09689239]]"
876,+6b,valve,id_00,normal,00000757.wav,+6b/valve/id_00/normal/00000757.wav,[0.00200272 0.0018959  0.00169754 ... 0.00192261 0.00097656 0.0003624 ],"[[0.04720161]
 [0.0834191 ]
 [0.01943823]
 ...
 [0.00258802]
 [0.00346174]
 [0.00155089]]"
877,+6b,valve,id_00,normal,00000758.wav,+6b/valve/id_00/normal/00000758.wav,[0.0018692  0.0025444  0.00287628 ... 0.00043106 0.00058746 0.00068283],"[[2.1475451e-01]
 [4.1939978e-02]
 [1.0937809e-01]
 ...
 [1.8393523e-03]
 [1.9511539e-03]
 [1.8730311e-04]]"
